"id","13","0","5","14","12"
"GangsterInfoLong","(内鬼阵营):\n教父可以通过击杀键尝试招募一位玩家成为叛徒。若招募成功，双方都会看到彼此身上出现护盾破碎的动画作为提示（仅互相可见）。剩余可以招募的次数会显示在教父名字旁的括号内（数量根据房主设置）。若教父尝试招募无法被招募的玩家例如中立阵营或一些特殊船员阵营玩家时，则会改为正常击杀目标。当教父没有剩余招募次数时击杀则为正常击杀。","(Impostors):\nThe Gangster can attempt to recruit a player as a madmate by pressing the kill button. If the recruitment is successful, both Gangster and target will see the shield-animation on each other as a reminder (only visible to each other). The remaining number of available recruits will be displayed next to the name of the Gangster (the max is set by the host). If the Gangster tries to recruit players who cannot be recruited, such as neutrals or some special crews, it will be changed to kill the target normally. When the Gangster has no remaining recruitment times, the kill is a normal kill.","(Предатель):\nГанстер может попытаться переманить игрока, на сторону предателей, нажав на кнопку ''Убить''. Оставшееся количество раз, которое можно набрать, будет указано в скобках рядом с именем игрока (количество зависит от настроек Хоста). Если Ганстер попытается переманить игроков, которые не могут быть приманены, такие как: Нейтралы или некоторые игроки специальной команды, то произойдёт обычное убийство. Когда у Ганстера нет оставшегося количества переманивания, то он будет совершать обычнын убийства.","(内鬼阵营):\n教父可以通过击杀键尝试招募一位玩家成为叛徒。若招募成功，双方都会看到彼此身上出现护盾破碎的动画作为提示（仅互相可见）。剩余可以招募的次数会显示在教父名字旁的括号内（数量根据房主设置）。若教父尝试招募无法被招募的玩家例如中立阵营或一些特殊船员阵营玩家时，则会改为正常击杀目标。当教父没有剩余招募次数时击杀则为正常击杀。","(内鬼阵营):\n教父可以通过击杀键尝试招募一位玩家成为叛徒。若招募成功，双方都会看到彼此身上出现护盾破碎的动画作为提示（仅互相可见）。剩余可以招募的次数会显示在教父名字旁的括号内（数量根据房主设置）。若教父尝试招募无法被招募的玩家例如中立阵营或一些特殊船员阵营玩家时，则会改为正常击杀目标。当教父没有剩余招募次数时击杀则为正常击杀。"
"CleanerInfoLong","(内鬼阵营):\n清理工可以通过报告尸体按钮以清理一具尸体，若清理成功则清理工会看到自己身上出现护盾破碎动画作为提示（仅自己可见），被清理的尸体无法被报告（包括诱饵）。","(Impostors):\nCleaner can press the Report body button to clean up a dead body. If the cleanup is successful, the Cleaner will see a shield-animation on his body as a reminder (only visible to himself). The cleaned up body cannot be reported (including bait's).","(Предатель):\nОчиститель может нажать кнопку ''сообщить'', чтобы очистить труп. Если очистка прошла успешно, Очиститель увидит анимацию сломанного щита на своем теле (видимого только ему самому), и сообщить об очищенном трупе нельзя. После того, как Очиститель уберёт труп, то откат убийства будет сброшен.","(内鬼阵营):\n清理工可以通过报告尸体按钮以清理一具尸体，若清理成功则清理工会看到自己身上出现护盾破碎动画作为提示（仅自己可见），被清理的尸体无法被报告（包括诱饵）。","(内鬼阵营):\n清理工可以通过报告尸体按钮以清理一具尸体，若清理成功则清理工会看到自己身上出现护盾破碎动画作为提示（仅自己可见），被清理的尸体无法被报告（包括诱饵）。"
"MessengerInfoLong","(内鬼阵营):\n情报贩子可以在会议上知道最后所有房间的人数、尸体数量。房间名前有「★」标记代表该房间存在内鬼。","(Impostors):\nInformant can know the number of players and the number of corpses in all rooms during the meeting. The sign 「★」 before the name of the room indicates that there is a Impostor there","(Предатель):\nИнформатор может знать количество игроков и количество трупов во всех комнатах во время встречи. Знак 「★」 перед названием комнаты указывает на то, что там есть Предатель.","(内鬼阵营):\n情报贩子可以在会议上知道最后所有房间的人数、尸体数量。房间名前有「★」标记代表该房间存在内鬼。","(内鬼阵营):\n情报贩子可以在会议上知道最后所有房间的人数、尸体数量。房间名前有「★」标记代表该房间存在内鬼。"
"BallLightningInfoLong","(内鬼阵营):\n球状闪电无法进行常规击杀。球状闪电对目标使用击杀按键后，目标会在设定时间后汽化为量子幽灵，所有人都可以看到量子幽灵的名字旁有「■」作为提示。若期间有非球状闪电且非量子幽灵的玩家接触量子幽灵，量子幽灵会立刻量子化而死亡。若量子幽灵存活到会议则会在会议结束后死亡。任何对量子幽灵的主动互动（击杀按键）均无效。根据房主设定，击杀球状闪电可能导致凶手汽化为量子幽灵。","(Impostors):\nLightning cannot do regular kills. After the Lightning uses the kill button on the target, the target will vaporize into a quantum ghost after a set time, and everyone can see the "■" next to the name of the quantum ghost as a reminder. If there is non-spherical lightning and a player who is not a quantum ghost touches the quantum ghost, the quantum ghost will be quantized immediately and die. If the quantum ghost survives to the meeting, it will die after the meeting ends. During this time, any active interaction (kill button) with quantum ghost has no effect. According to the host's settings, killing the Lightning may cause the killer to vaporize into a quantum ghost.","(Предатель):\nМолния не может совершать обычные убийства. После того, как он использует кнопку ''Убить'' на цели, то цель превратится в квантового призрака через установленное время. Все игроки увидят 「■」 рядом с именем квантового призрака. Если Молния и любой игрок свяжется с квантовым призраком в течение периода, квантовый призрак будет немедленно убит. Если квантовый призрак доживет до встречи, он умрет сразу же после встречи. Любое активное взаимодействие (кнопка ''Убить'') с квантовым призраком недопустимо. В зависимости от настроек, Молния может заставить убийцу превратить в квантового призрака","(内鬼阵营):\n球状闪电无法进行常规击杀。球状闪电对目标使用击杀按键后，目标会在设定时间后汽化为量子幽灵，所有人都可以看到量子幽灵的名字旁有「■」作为提示。若期间有非球状闪电且非量子幽灵的玩家接触量子幽灵，量子幽灵会立刻量子化而死亡。若量子幽灵存活到会议则会在会议结束后死亡。任何对量子幽灵的主动互动（击杀按键）均无效。根据房主设定，击杀球状闪电可能导致凶手汽化为量子幽灵。","(内鬼阵营):\n球状闪电无法进行常规击杀。球状闪电对目标使用击杀按键后，目标会在设定时间后汽化为量子幽灵，所有人都可以看到量子幽灵的名字旁有「■」作为提示。若期间有非球状闪电且非量子幽灵的玩家接触量子幽灵，量子幽灵会立刻量子化而死亡。若量子幽灵存活到会议则会在会议结束后死亡。任何对量子幽灵的主动互动（击杀按键）均无效。根据房主设定，击杀球状闪电可能导致凶手汽化为量子幽灵。"
"GreedierInfoLong","(内鬼阵营):\n贪婪者奇数次和偶数次的击杀，会拥有不同的击杀冷却。每次开会都会重置贪婪者的击杀冷却，贪婪者的第一次击杀永远是奇数击杀。","(Impostors):\nGreedy kills with odd and even kills will have different kill cooldowns. Greedy's kill cooldown is reset every meeting, and Greedy's first kill is always an odd kill.","(Предатель):\nЧетные и нечетные убийства будут иметь разные откаты убийст. Время отката убийства сбрасывается каждую встерчу, первое убийство всегда считается нечетным убийством.","(内鬼阵营):\n贪婪者奇数次和偶数次的击杀，会拥有不同的击杀冷却。每次开会都会重置贪婪者的击杀冷却，贪婪者的第一次击杀永远是奇数击杀。","(内鬼阵营):\n贪婪者奇数次和偶数次的击杀，会拥有不同的击杀冷却。每次开会都会重置贪婪者的击杀冷却，贪婪者的第一次击杀永远是奇数击杀。"
"CursedWolfInfoLong","(内鬼阵营):\n当呪狼即将被击杀时，呪狼会将凶手诅咒致死。（可以反击的次数根据房主设定）","(Impostors):\nWhen the CursedWolf is about to be killed, the CursedWolf will curse the killer to death. (The max of times you can counterattack is set by the host)","(Предатель):\nКогда Проклятого Волка попытаются убить, Проклятый Волк прокляст убийцу до смерти. (Количество контраттаки настраивается Хостом.)","(内鬼阵营):\n当呪狼即将被击杀时，呪狼会将凶手诅咒致死。（可以反击的次数根据房主设定）","(内鬼阵营):\n当呪狼即将被击杀时，呪狼会将凶手诅咒致死。（可以反击的次数根据房主设定）"
"ImperiusCurseInfoLong","(内鬼阵营):\n夺魂者完成变形后可以与变形目标交换位置。（若目标处于非正常状态例如死亡、被吞、管道内等则无事发生）","(Impostors):\nSoul Catcher can swap places with the shapeshift target after shapeshifting. (If the target is in an abnormal state such as dead, swallowed by pelican, venting, etc., then nothing will happen)","(Предатель):\nПосле того, как Ловец Душ завершит Морф, он может поменяться позициями с целью которую он выбрал.(Если цель находится в ненормальном состоянии, таком как: смерть, проглатывание, нахождение в вентиляции и т.д. то ничего не произойдет).","(内鬼阵营):\n夺魂者完成变形后可以与变形目标交换位置。（若目标处于非正常状态例如死亡、被吞、管道内等则无事发生）","(内鬼阵营):\n夺魂者完成变形后可以与变形目标交换位置。（若目标处于非正常状态例如死亡、被吞、管道内等则无事发生）"
"QuickShooterInfoLong","(内鬼阵营):\n当击杀冷却结束时，快枪手可以通过变形重置击杀冷却并储存一颗子弹（储存成功时快枪手身上会出现仅自己可见的护盾破碎动画作为提示）。快枪手完成击杀后可以用子弹抵消击杀冷却，直到子弹耗尽。每次会议开始快枪手只能保留一定数量的子弹（数量根据房主设定）。","(Impostors):\nWhen the kill cooldown is over, the Quick Shooter can reset the kill cooldown by shapeshift and store a bullet (when the storage is successful, a shield-animation visible only to himself will appear on the his body as a reminder). After a Quick Shooter completes a kill, he can offset the kill cooldown with bullets until he runs out of bullets. At the beginning of each meeting, the Quick Shooter can only keep a certain number of bullets (the number is set by the host).","(Предатель):\nКогда откат убийства истекло, быстрый стрелок может сбросить откат убийства морфом и сохранив пулю (когда хранение прошло успешно, на нём появится анимация разрушения щита, видимая только ему самому). После того, как Стрелок совершит убийство, он может компенсировать время отката убийства пулями, пока у него не закончатся пули. В начале каждой встречи  Стрелок может оставить только определенное количество патронов (количество устанавливается Хостом).","(内鬼阵营):\n当击杀冷却结束时，快枪手可以通过变形重置击杀冷却并储存一颗子弹（储存成功时快枪手身上会出现仅自己可见的护盾破碎动画作为提示）。快枪手完成击杀后可以用子弹抵消击杀冷却，直到子弹耗尽。每次会议开始快枪手只能保留一定数量的子弹（数量根据房主设定）。","(内鬼阵营):\n当击杀冷却结束时，快枪手可以通过变形重置击杀冷却并储存一颗子弹（储存成功时快枪手身上会出现仅自己可见的护盾破碎动画作为提示）。快枪手完成击杀后可以用子弹抵消击杀冷却，直到子弹耗尽。每次会议开始快枪手只能保留一定数量的子弹（数量根据房主设定）。"
"ConcealerInfoLong","(内鬼阵营):\n隐蔽者变形后会让所有人变成小黑人，这个状态下所有人都看起来得一模一样。隐蔽者恢复变形后技能失效。请注意：通讯破坏小黑人与隐蔽者的技能可以叠加。请注意：隐蔽者发动技能期间召开会议则技能失效。","(Impostors):\nThe camouflage effect occurs when the Concealer shapeshift, and everyone looks exactly the same in this state. This state ends when the Concealer revert its shapeshifting. Note: the skills of communication sabotage camouflage and Concealer can be superimposed. Note: the skill will be invalid if a meeting is held during the skill activation of the Concealer.","(Предатель):\nПосле того, как Консилер Морфанётся, все превратятся в маленьких черных человечков, и все в этом состоянии будут выглядеть совершенно одинаково. Продолжительность действия навыка устанавливается Хостом. Пожалуйста, обратите внимание: Когда все становятся маленькими черными человечками и одновременно работает камуфляж, они могут быть наложены друг на друга.","(内鬼阵营):\n隐蔽者变形后会让所有人变成小黑人，这个状态下所有人都看起来得一模一样。隐蔽者恢复变形后技能失效。请注意：通讯破坏小黑人与隐蔽者的技能可以叠加。请注意：隐蔽者发动技能期间召开会议则技能失效。","(内鬼阵营):\n隐蔽者变形后会让所有人变成小黑人，这个状态下所有人都看起来得一模一样。隐蔽者恢复变形后技能失效。请注意：通讯破坏小黑人与隐蔽者的技能可以叠加。请注意：隐蔽者发动技能期间召开会议则技能失效。"
"EraserInfoLong","(内鬼阵营):\n抹除者可以在会议上投票给任意船员阵营目标以抹除目标的职业技能，抹除将在会议结束后生效。请注意：被抹除技能的玩家将被永远视为白板，包括游戏结算页面。","(Impostors):\nEraser can vote for any crew target at the meeting to erase the target's roles, and the erasure will take effect after the meeting ends. Note: Players whose skills are erased will always be considered a vanilla role, including the game result page.","(Предатель):\nСтирачка может проголосовать за любого Члена Экипажа на собрании, чтобы стереть профессиональные навыки цели, и удаление вступит в силу после собрания. Пожалуйста, обратите внимание: Игроки со стертыми навыками всегда будут рассматриваться как белые доски, включая резкльтат игры","(内鬼阵营):\n抹除者可以在会议上投票给任意船员阵营目标以抹除目标的职业技能，抹除将在会议结束后生效。请注意：被抹除技能的玩家将被永远视为白板，包括游戏结算页面。","(内鬼阵营):\n抹除者可以在会议上投票给任意船员阵营目标以抹除目标的职业技能，抹除将在会议结束后生效。请注意：被抹除技能的玩家将被永远视为白板，包括游戏结算页面。"
"OverKillerInfoLong","(内鬼阵营):\n肢解者击杀（包括被动击杀）的目标会出现多具尸体，以至于报告尸体时无法准确分辨其他受害者。请注意：因实现原理，被击杀的目标不得不重复地显示自己被击杀的动画，此动画无法跳过且期间无法正常参与会议。此外，若肢解者肢解了复仇者，则复仇者会因愤怒带走全场所有人。\n\n该职业在发动技能时可能造成房主严重卡顿，请谨慎开启。","(Impostors):\nButcher kills (including passive kills) have multiple dead bodies on targets, making it impossible to accurately identify other dead body when reporting. Note: Due to the principle of implementation, the killed target has to repeatedly display the animation of being killed. This animation cannot be skipped and cannot participate in the meeting normally during this period. In addition, if the Butcher kills the Avenger, the Avenger will revenges everyone in anger.\n\nThis role may cause serious lag to the host when activating the skill, please enable it with caution.","(Предатель):\nЦель, убитая Мясником, будет рассматриваться как множество трупов, так что другие трупы не могут быть показаны при сообщении о мёртвых. Пожалуйста, обратите внимание: Убитая цель может неоднократно отображать анимацию своего убийства. Эта анимация не может быть пропущена и не может участвовать во встрече в течение периода. Вы должны дождаться окончания анимации, прежде чем сможете нормально участвовать в игре.","(内鬼阵营):\n肢解者击杀（包括被动击杀）的目标会出现多具尸体，以至于报告尸体时无法准确分辨其他受害者。请注意：因实现原理，被击杀的目标不得不重复地显示自己被击杀的动画，此动画无法跳过且期间无法正常参与会议。此外，若肢解者肢解了复仇者，则复仇者会因愤怒带走全场所有人。\n\n该职业在发动技能时可能造成房主严重卡顿，请谨慎开启。","(内鬼阵营):\n肢解者击杀（包括被动击杀）的目标会出现多具尸体，以至于报告尸体时无法准确分辨其他受害者。请注意：因实现原理，被击杀的目标不得不重复地显示自己被击杀的动画，此动画无法跳过且期间无法正常参与会议。此外，若肢解者肢解了复仇者，则复仇者会因愤怒带走全场所有人。\n\n该职业在发动技能时可能造成房主严重卡顿，请谨慎开启。"
"HangmanInfoLong","(内鬼阵营):\n刽子手在变形期间的击杀方式为绞杀，绞杀无视目标的任何状态例如医生的护盾、保镖的守护、大明星的技能等，被绞杀的玩家不会留下尸体，也不会触发其任何技能例如老兵反杀、幸运儿挡伤等（包括附加职业），此外，灵媒也不会得到提示。","(Impostor):\nThe killing method of the Hangman during the shapeshifting is strangling. Strangling ignores any status of the target, such as the shield of the Medic, the protection of the Bodyguard, the skills of the Super Star, etc. The strangled player will not leave a dead body, nor will it trigger any of its skills For example, Veteran kill back, Luckey stay alive, etc. (including additional roles), in addition, Seer will not be prompted.","(Предатель):\nВешатель убивает игроков, душа их. Удушение игнорирует любой вид защиты, такой как щит Медика, защита Телохранителя и тд. Игрок, которого задушили, не оставит тела и не активирует ни одну из способностей, таких как самозащита Ветерана, удача Удачника. Не появляется для Экстрасенса.","(内鬼阵营):\n刽子手在变形期间的击杀方式为绞杀，绞杀无视目标的任何状态例如医生的护盾、保镖的守护、大明星的技能等，被绞杀的玩家不会留下尸体，也不会触发其任何技能例如老兵反杀、幸运儿挡伤等（包括附加职业），此外，灵媒也不会得到提示。","(内鬼阵营):\n刽子手在变形期间的击杀方式为绞杀，绞杀无视目标的任何状态例如医生的护盾、保镖的守护、大明星的技能等，被绞杀的玩家不会留下尸体，也不会触发其任何技能例如老兵反杀、幸运儿挡伤等（包括附加职业），此外，灵媒也不会得到提示。"

"# 船员阵营 / Crewmates descriptions"
"BaitInfoLong","(船员阵营):\n诱饵被击杀时，击杀诱饵的凶手将被迫报告诱饵的尸体。但诱饵被清道夫或清理工击杀时技能会失效。","(Crewmates):\nWhen a Bait is killed, the murderer who killed the Bait will be forced to report the Bait's body. However, the skill will be invalid when the Bait is killed by a Scavenger or Cleaner.","(Член Экипажа):\nКогда Байта убивают, он заставляет убившего игрока \nмоментально зарепортить ваш труп.","(船员阵营):\n诱饵被击杀时，击杀诱饵的凶手将被迫报告诱饵的尸体。但诱饵被清道夫或清理工击杀时技能会失效。","(船员阵营):\n诱饵被击杀时，击杀诱饵的凶手将被迫报告诱饵的尸体。但诱饵被清道夫或清理工击杀时技能会失效。"
"LuckeyInfoLong","(船员阵营):\n幸运儿被击杀时，有概率抵挡这次死亡，具体概率根据房主设定。抵挡生效时凶手会看到幸运儿的身上出现护盾破碎的效果，但幸运儿自己什么都不会知道。","(Crewmates):\nWhen a player attempts to kill the Luckey, there is a probability for the Luckey to evade the kill, and the specific probability is set by the host. When the evasion takes effect, the killer will see the shield-animation on Luckey's body, but Luckey themselves will not know anything.","(Член Экипажа):\nУ Удачника будет возникать определенная вероятность того, что Убийца не сможет убить Удачника, вероятность устанавливается в зависимости от настроек Хоста. Убийца увидит эффект разрушения щита ангела на теле Удачника, но сам Удачник при этом ничего не узнает.","(船员阵营):\n幸运儿被击杀时，有概率抵挡这次死亡，具体概率根据房主设定。抵挡生效时凶手会看到幸运儿的身上出现护盾破碎的效果，但幸运儿自己什么都不会知道。","(船员阵营):\n幸运儿被击杀时，有概率抵挡这次死亡，具体概率根据房主设定。抵挡生效时凶手会看到幸运儿的身上出现护盾破碎的效果，但幸运儿自己什么都不会知道。"
"NeedyInfoLong","(船员阵营):\n摆烂人只有一个任务。另外，懒得要死的摆烂人并不会参与那些繁琐的事情，比如当黑客的替罪羊、给术士或者傀儡师办事之类的。摆烂人也不会拥有附加职业。","(Crewmates):\nLazy Guy only have one task. In addition, Impostor's abilities can't affect the Lazy Guy, such as being a scapegoat for a Hacker, marked by a Warlock or Puppeteer, and more. Lazy Guy will not have additional role.","(Член Экипажа):\nУ него есть только одно задание. Кроме того Ленивому Парню которому слишком лень умирать, не будет участвовать в утомительных вещах, таких как: быть тем кто зарепортит труп для Хакера, не станет работать на Колдуна или на Кукловода и т.д. \nЛенивый Парень никогда не станет Любовником или Нептуном.","(船员阵营):\n摆烂人只有一个任务。另外，懒得要死的摆烂人并不会参与那些繁琐的事情，比如当黑客的替罪羊、给术士或者傀儡师办事之类的。摆烂人也不会拥有附加职业。","(船员阵营):\n摆烂人只有一个任务。另外，懒得要死的摆烂人并不会参与那些繁琐的事情，比如当黑客的替罪羊、给术士或者傀儡师办事之类的。摆烂人也不会拥有附加职业。"
"SuperStarInfoLong","(船员阵营):\n明星的名字旁会有星星的标识，所以大家都知道谁是大明星。只有凶手与大明星独处的时候才可以击杀大明星（仅限常规击杀）。此外，大明星不会参与赌博这种事情哦。（无法被赌怪猜测）","(Crewmates):\nThere will be a star logo next to the Super Star's name, so everyone knows who the Super Star is. The Super Star can only be killed when the Murderer is alone with the Super Star (regular kills only). In addition, Super Star is unable to be guessed by the Guesser.","(Член Экипажа):\nРядом с никнеймом Супер Звезды будет логотип звезды(★), чтобы все знали, кто является Супер Звездой. Кроме того Супер Звезду не смогут угадать все Угадывающие роли. (Сами Угадыватели не будут умирать если попытается угадать Супер Звезду)","(船员阵营):\n明星的名字旁会有星星的标识，所以大家都知道谁是大明星。只有凶手与大明星独处的时候才可以击杀大明星（仅限常规击杀）。此外，大明星不会参与赌博这种事情哦。（无法被赌怪猜测）","(船员阵营):\n明星的名字旁会有星星的标识，所以大家都知道谁是大明星。只有凶手与大明星独处的时候才可以击杀大明星（仅限常规击杀）。此外，大明星不会参与赌博这种事情哦。（无法被赌怪猜测）"
"CyberStarInfoLong","(船员阵营):\n网红死亡时所有船员会看到杀戮闪烁（和灵媒看到的杀戮闪烁一样）并在下次会议时收到新闻报告，而内鬼则全程什么都不知道。","(Crewmates):\nAll Crewmates see the kill-flash when the Celebrity dies (same as the Seer sees the kill-flash) and get a news at the next meeting. The Impostor didn't know anything about this.","(Член Экипажа):\nКогда Знаменитость умрёт, все игроки (или в зависимости от настроек только Члены Экипажа) увидят ''Вспышку Убийства'' и получат новостное сообщение на следующей встрече что Знаменитость умерла, в то время как Предатели и Нейтралы ничего не узнают об этом событии (Так же зависит от настроек).","(船员阵营):\n网红死亡时所有船员会看到杀戮闪烁（和灵媒看到的杀戮闪烁一样）并在下次会议时收到新闻报告，而内鬼则全程什么都不知道。","(船员阵营):\n网红死亡时所有船员会看到杀戮闪烁（和灵媒看到的杀戮闪烁一样）并在下次会议时收到新闻报告，而内鬼则全程什么都不知道。"
"MayorInfoLong","(船员阵营):\n市长再投票时一票算作多票。此外根据房主设置，市长还可能拥有跳通风管道触发紧急会议的技能。","(Crewmates):\nWhen the Mayor votes, one vote counts as multiple votes. In addition, depending on the settings of the host, the Mayor may also have the ability to vent to trigger an emergency meeting.","(Член Экипажа):\nМэр можете иметь несколько голосов на собрании, и проголосовать за любого игрока этими доп. голосами или \nпросто отдать все голоса в скип.","(船员阵营):\n市长再投票时一票算作多票。此外根据房主设置，市长还可能拥有跳通风管道触发紧急会议的技能。","(船员阵营):\n市长再投票时一票算作多票。此外根据房主设置，市长还可能拥有跳通风管道触发紧急会议的技能。"
"ParanoiaInfoLong","(船员阵营):\n被害妄想症使用通风管后会幻想出一个尸体并报告，实际上并不会死人，但的确可以召开会议。","(Crewmates):\nParanoid can call a meeting by venting. The report animation will show a dead body with Paranoid's color, but the Paranoid is not actually dead.","(Член Экипажа):\nПараноик будет фантазировать о трупе и созывать срочное собрание при использовании вентиляции. Но на самом деле, никакого трупа нет, но всё равно может провести срочное собрание.","(船员阵营):\n被害妄想症使用通风管后会幻想出一个尸体并报告，实际上并不会死人，但的确可以召开会议。","(船员阵营):\n被害妄想症使用通风管后会幻想出一个尸体并报告，实际上并不会死人，但的确可以召开会议。"
"PsychicInfoLong","(船员阵营):\n愚者能够在会议期间看到数名玩家的名字以红色突出显示，其中至少一名是邪恶的。愚者成为叛徒时将准确地看到所有中立以及带刀船员玩家显示为红名。","(Crewmates):\nThe Psychic can see the names of several players highlighted in red during the meeting, at least one of them is evil. The Psychic will correctly see all Neutrals and Killing Crewmates displayed as red names when becoming a Madmate.","(Член Экипажа):\nЭкстрасенс может видеть потенциально злых игроков во время встречи. Экстрасенс увидит никнеймы нескольких игроков, которые выделены красным цветом, по крайней мере, один из них точно окажется злым.","(船员阵营):\n愚者能够在会议期间看到数名玩家的名字以红色突出显示，其中至少一名是邪恶的。愚者成为叛徒时将准确地看到所有中立以及带刀船员玩家显示为红名。","(船员阵营):\n愚者能够在会议期间看到数名玩家的名字以红色突出显示，其中至少一名是邪恶的。愚者成为叛徒时将准确地看到所有中立以及带刀船员玩家显示为红名。"
"SabotageMasterInfoLong","(船员阵营):\n修理工可以随意使用通风管道，你甚至可以把通风管当成自己的家永远不出来。氧气泄露、核反应堆熔毁以及米拉总部的通讯破坏修理工只需要修复一边则另一边即可同时被修复。修理工只需要按一个开关便可以修复照明破坏。修理工打开波鲁斯与飞艇地图的门时修理工所在房间的所有门同时打开。","(Crewmates):\nThe Repairman can use the vent at any time. They can also fix Reactors, O2, Communications by using only one side. Lights can be fixed by flicking only one switch. Opening a door will open all doors in the map.","(Член Экипажа):\nРемонтник может использовать вентиляцию в любое время, и он может даже относиться к нему как к собственному дому и никогда не выходить из нее. \nТакже он может в одиночку починить саботажи такие, как: Саботаж Реактора, Саботаж O2 и Саботаж Связи. \nТак же он может починить Саботаж Света коснувшись лишь одного рычага. \nОткрытие одной двери позволяет открыть все двери в этой комнате.","(船员阵营):\n修理工可以随意使用通风管道，你甚至可以把通风管当成自己的家永远不出来。氧气泄露、核反应堆熔毁以及米拉总部的通讯破坏修理工只需要修复一边则另一边即可同时被修复。修理工只需要按一个开关便可以修复照明破坏。修理工打开波鲁斯与飞艇地图的门时修理工所在房间的所有门同时打开。","(船员阵营):\n修理工可以随意使用通风管道，你甚至可以把通风管当成自己的家永远不出来。氧气泄露、核反应堆熔毁以及米拉总部的通讯破坏修理工只需要修复一边则另一边即可同时被修复。修理工只需要按一个开关便可以修复照明破坏。修理工打开波鲁斯与飞艇地图的门时修理工所在房间的所有门同时打开。"
"SheriffInfoLong","(船员阵营):\n警长没有船员任务。警长可以击杀内鬼（根据房间设置，警长也可以击杀中立阵营玩家）。警长若尝试击杀船员阵营的玩家，警长将会走火自杀。警长成为叛徒时可以击杀任何人。","(Crewmates):\nSheriff has no task. The sheriff can kill the Impostor (according to the host settings, the sheriff can also kill neutrals). If the Sheriff tries to kill a cremate, the Sheriff will kill himself. The sheriff can kill anyone when he becomes a madmate (also according to the host settings).","(Член Экипажа):\nШериф может убивать Предателей. \nЕсть настройка, позволяющая убить даже Нейтралов. \nОднако если Шериф попытается убить Члена Экипажа, то это приведёт к его смерти. У него нет заданий.","(船员阵营):\n警长没有船员任务。警长可以击杀内鬼（根据房间设置，警长也可以击杀中立阵营玩家）。警长若尝试击杀船员阵营的玩家，警长将会走火自杀。警长成为叛徒时可以击杀任何人。","(船员阵营):\n警长没有船员任务。警长可以击杀内鬼（根据房间设置，警长也可以击杀中立阵营玩家）。警长若尝试击杀船员阵营的玩家，警长将会走火自杀。警长成为叛徒时可以击杀任何人。"
"SnitchInfoLong","(船员阵营):\n告密者完成所有任务后，将可以看到以红色昵称表示的所有内鬼。当告密者仅剩一个任务的时候，内鬼将会看到自己以及告密者的昵称旁边有「★」作为提示。告密者成为叛徒时，「★」标记变为红色。","(Crewmates):\nAfter the Snitch completes all tasks, they can see Impostors names being displayed in red on meeting. When the Snitch has only one task left, the Impostors will see a "★" mark next to the name of themselves and the Snitch. When a Snitch becomes a Madmate, the "★" mark turns red.","(Член Экипажа):\nКак только Стукач выполнит все задания, то никнейм у всех Предателей будет отображаться \nкрасным цветом, и наоборот, если количество ваших заданий будет близка к завершению, \nто рядом с никнеймом Стукача появится звёздочка★, которая будет видна Предателям.","(船员阵营):\n告密者完成所有任务后，将可以看到以红色昵称表示的所有内鬼。当告密者仅剩一个任务的时候，内鬼将会看到自己以及告密者的昵称旁边有「★」作为提示。告密者成为叛徒时，「★」标记变为红色。","(船员阵营):\n告密者完成所有任务后，将可以看到以红色昵称表示的所有内鬼。当告密者仅剩一个任务的时候，内鬼将会看到自己以及告密者的昵称旁边有「★」作为提示。告密者成为叛徒时，「★」标记变为红色。"
"SpeedBoosterInfoLong","(船员阵营):\n增速者每次完成任务都会增加自己的移动速度。请注意：由于技术限制，增速者在其他人眼中为正常速度，所以会以闪现的方式移动。","(Crewmates):\nSpeed Booster increase their movement speed every time they complete a task. Note: due to technical limitations, the Speed Booster appears to be at a normal speed to others, so they look like glitch.","(Член Экипажа):\nУскоритель будет увеличивать свою скорость передвижения каждый раз, когда он выполняет задание. Пожалуйста, обратите внимание: Из-за технических ограничений у других игроков его скорость будет прежней, поэтому он иногда будет пинговать.","(船员阵营):\n增速者每次完成任务都会增加自己的移动速度。请注意：由于技术限制，增速者在其他人眼中为正常速度，所以会以闪现的方式移动。","(船员阵营):\n增速者每次完成任务都会增加自己的移动速度。请注意：由于技术限制，增速者在其他人眼中为正常速度，所以会以闪现的方式移动。"
"DoctorInfoLong","(船员阵营):\n法医可以查看生命监测装置并确认死亡玩家的死因。查看的时间长短与设备的充能数挂钩。","(Crewmates):\nDoctor can see the cause of death for all players. In addition, Doctor can access vitals wherever you are while he still have battery.","(Член Экипажа):\nДоктор может узнать причину смерти игрока. \nКроме того, он имеет портативные пульсы как у учёного, которые он может использовать в любом месте, пока у него не закончится зарядка.","(船员阵营):\n法医可以查看生命监测装置并确认死亡玩家的死因。查看的时间长短与设备的充能数挂钩。","(船员阵营):\n法医可以查看生命监测装置并确认死亡玩家的死因。查看的时间长短与设备的充能数挂钩。"
"TrapperInfoLong","(船员阵营):\n陷阱师被击杀时，凶手一段时间内将不能移动。","(Crewmates):\nWhen Beartrap is killed, Beartrap immobilize killer for a configurable amount of time.","(Член Экипажа):\nПосле того как Капкан убьют, то его убийца будет обездвижен на несколько секунд. (время зависит от настроек)","(船员阵营):\n陷阱师被击杀时，凶手一段时间内将不能移动。","(船员阵营):\n陷阱师被击杀时，凶手一段时间内将不能移动。"
